Number,HitsLastMonth,MissStreak,MissStreak_RollingMean,MissStreak_RollingStd,MissStreak_RollingSum,ThompsonProb
30,0.0,0,0.0,0.0,0.0,0.11031478082760121
31,2.0,3,1.2,1.6431676725154984,6.0,0.3813508022856496
32,0.0,0,0.0,0.0,0.0,0.022450677689436132
33,0.0,0,0.0,0.0,0.0,0.30973124898839866
34,2.0,0,0.8,1.0954451150103321,4.0,0.5246637521187177
35,0.0,0,0.0,0.0,0.0,0.026618789721891023
36,0.0,0,0.0,0.0,0.0,0.08000206288991757
37,1.0,4,0.8,1.7888543819998317,4.0,0.24407266189033128
38,2.0,0,0.0,0.0,0.0,0.44282674371636127
39,1.0,0,0.0,0.0,0.0,0.5036847769986725
40,0.0,0,0.0,0.0,0.0,0.08557200623931852
41,2.0,3,0.6,1.3416407864998738,3.0,0.28626345017652727
42,0.0,0,0.0,0.0,0.0,0.22196619832912218
43,2.0,3,0.6,1.3416407864998738,3.0,0.3945566757453125
44,0.0,0,0.0,0.0,0.0,0.0705101671634752
45,1.0,0,0.0,0.0,0.0,0.27142185425689574
46,2.0,0,0.0,0.0,0.0,0.29763243486065294
47,0.0,0,0.0,0.0,0.0,0.0647605780033268
48,0.0,0,0.0,0.0,0.0,0.04948156011216151
49,2.0,0,0.8,1.0954451150103321,4.0,0.2908299491567496
1,0.0,0,0.0,0.0,0.0,0.05644096026093851
2,1.0,0,0.3333333333333333,0.816496580927726,2.0,0.39576810498748427
3,2.0,0,0.5,0.8366600265340756,3.0,0.4228373920283471
4,0.0,0,0.0,0.0,0.0,0.048360861981540035
5,1.0,0,0.16666666666666666,0.408248290463863,1.0,0.13836494832045132
6,0.0,0,0.0,0.0,0.0,0.15977045075767127
7,0.0,0,0.0,0.0,0.0,0.08019822565690768
8,3.0,3,1.0,1.2649110640673518,6.0,0.5981334517976671
9,0.0,0,0.0,0.0,0.0,0.1561672884928774
10,0.0,0,0.0,0.0,0.0,0.05042100520789739
11,0.0,0,0.0,0.0,0.0,0.08336418035844473
12,1.0,0,0.5,1.224744871391589,3.0,0.1697008299596244
13,3.0,0,0.5,0.8366600265340756,3.0,0.5997437174594086
14,0.0,0,0.0,0.0,0.0,0.028704641850765697
15,1.0,0,0.3333333333333333,0.816496580927726,2.0,0.09127677154873515
16,0.0,0,0.0,0.0,0.0,0.02740829801536837
17,2.0,0,0.8333333333333334,1.3291601358251257,5.0,0.568140117536638
18,0.0,0,0.0,0.0,0.0,0.10014340893480116
19,0.0,0,0.0,0.0,0.0,0.30875954847447223
20,1.0,0,0.16666666666666666,0.408248290463863,1.0,0.29101895880494155
21,0.0,0,0.0,0.0,0.0,0.042370773224306
22,0.0,0,0.0,0.0,0.0,0.10869878682671003
23,0.0,0,0.0,0.0,0.0,0.2808746453376397
24,0.0,0,0.0,0.0,0.0,0.021744942785607946
25,1.0,0,0.16666666666666666,0.408248290463863,1.0,0.14300482500780554
26,3.0,3,1.3333333333333333,1.505545305418162,8.0,0.3953372044546324
27,0.0,0,0.0,0.0,0.0,0.03353610554013954
28,0.0,0,0.0,0.0,0.0,0.08509087168416814
29,1.0,0,0.5,1.224744871391589,3.0,0.1019236512390193
30,0.0,0,0.0,0.0,0.0,0.06873352774741312
31,3.0,3,1.5,1.6431676725154984,9.0,0.7238330598175698
32,0.0,0,0.0,0.0,0.0,0.10840443432023046
33,1.0,5,0.8333333333333334,2.041241452319315,5.0,0.599153609456573
34,2.0,0,0.6666666666666666,1.0327955589886444,4.0,0.29711675285458444
35,1.0,5,0.8333333333333334,2.041241452319315,5.0,0.07854151756359155
36,0.0,0,0.0,0.0,0.0,0.13974432188221447
37,1.0,0,0.6666666666666666,1.632993161855452,4.0,0.24145772799009202
38,2.0,0,0.0,0.0,0.0,0.4114305907182102
39,2.0,4,0.6666666666666666,1.632993161855452,4.0,0.27377172187731
40,0.0,0,0.0,0.0,0.0,0.055202368003250735
41,2.0,0,0.5,1.224744871391589,3.0,0.39433808361424055
42,0.0,0,0.0,0.0,0.0,0.16564977167488915
43,2.0,0,0.5,1.224744871391589,3.0,0.7351190688324959
44,0.0,0,0.0,0.0,0.0,0.02978844473355607
45,1.0,0,0.0,0.0,0.0,0.20468554301515546
46,2.0,0,0.0,0.0,0.0,0.38986750093681805
47,0.0,0,0.0,0.0,0.0,0.21080193948954468
48,1.0,5,0.8333333333333334,2.041241452319315,5.0,0.18007600637258478
49,2.0,0,0.6666666666666666,1.0327955589886444,4.0,0.495711354058493
1,0.0,0,0.0,0.0,0.0,0.03765312113372418
2,1.0,0,0.2857142857142857,0.7559289460184545,2.0,0.20496326724773398
3,2.0,0,0.42857142857142855,0.7867957924694432,3.0,0.15044126678533742
4,0.0,0,0.0,0.0,0.0,0.0588637370676282
5,1.0,0,0.14285714285714285,0.37796447300922725,1.0,0.33109094848220744
6,0.0,0,0.0,0.0,0.0,0.2562391608416775
7,0.0,0,0.0,0.0,0.0,0.01986465060315302
8,3.0,0,0.8571428571428571,1.2149857925879117,6.0,0.29098425164162317
9,1.0,6,0.8571428571428571,2.2677868380553634,6.0,0.6051687911789315
10,0.0,0,0.0,0.0,0.0,0.2043608444136948
11,0.0,0,0.0,0.0,0.0,0.05616777729500788
12,1.0,0,0.42857142857142855,1.1338934190276817,3.0,0.034429270566576096
13,3.0,0,0.42857142857142855,0.7867957924694431,3.0,0.4023126594504958
14,0.0,0,0.0,0.0,0.0,0.09870822872574218
15,1.0,0,0.2857142857142857,0.7559289460184545,2.0,0.5431699617307765
16,0.0,0,0.0,0.0,0.0,0.15810834196174559
17,2.0,0,0.7142857142857143,1.2535663410560174,5.0,0.620799259428227
18,0.0,0,0.0,0.0,0.0,0.10901182213297533
19,0.0,0,0.0,0.0,0.0,0.11349206858711837
20,1.0,0,0.14285714285714285,0.37796447300922725,1.0,0.01609624208910466
21,0.0,0,0.0,0.0,0.0,0.1762507046628989
22,0.0,0,0.0,0.0,0.0,0.03179847682724272
23,1.0,6,0.8571428571428571,2.2677868380553634,6.0,0.29956238480509034
24,0.0,0,0.0,0.0,0.0,0.07059772528583526
25,1.0,0,0.14285714285714285,0.37796447300922725,1.0,0.3439632664732682
26,3.0,0,1.1428571428571428,1.4638501094227998,8.0,0.36620271104827745
27,1.0,6,0.8571428571428571,2.2677868380553634,6.0,0.2609250232218003
28,0.0,0,0.0,0.0,0.0,0.09208834564766318
29,1.0,0,0.42857142857142855,1.1338934190276817,3.0,0.07486228426121024
30,0.0,0,0.0,0.0,0.0,0.24095114692052852
31,3.0,0,1.2857142857142858,1.6035674514745464,9.0,0.20576482058222242
32,0.0,0,0.0,0.0,0.0,0.106809814381258
33,1.0,0,0.7142857142857143,1.889822365046136,5.0,0.07804958105504667
34,2.0,0,0.5714285714285714,0.9759000729485332,4.0,0.37593413086673
35,1.0,0,0.7142857142857143,1.889822365046136,5.0,0.12174063689795385
36,1.0,6,0.8571428571428571,2.2677868380553634,6.0,0.31452513684504924
37,1.0,0,0.5714285714285714,1.511857892036909,4.0,0.16424237769991232
38,2.0,0,0.0,0.0,0.0,0.7344196311500474
39,2.0,0,0.5714285714285714,1.511857892036909,4.0,0.2079518988409541
40,0.0,0,0.0,0.0,0.0,0.0026623952798327587
41,2.0,0,0.42857142857142855,1.1338934190276817,3.0,0.062487031721153594
42,0.0,0,0.0,0.0,0.0,0.009904370754646532
43,3.0,4,1.0,1.7320508075688772,7.0,0.24068063765803333
44,1.0,6,0.8571428571428571,2.2677868380553634,6.0,0.3813621579457897
45,1.0,0,0.0,0.0,0.0,0.45903139842631685
46,3.0,4,0.5714285714285714,1.511857892036909,4.0,0.7183182484562997
47,0.0,0,0.0,0.0,0.0,0.11504643412517952
48,1.0,0,0.7142857142857143,1.889822365046136,5.0,0.2372995547559022
49,2.0,0,0.5714285714285714,0.9759000729485332,4.0,0.14114412433281076
1,0.0,0,0.0,0.0,0.0,0.03280517211014727
2,2.0,6,1.0,2.138089935299395,8.0,0.3329922628139158
3,2.0,0,0.375,0.7440238091428449,3.0,0.2579491217537353
4,0.0,0,0.0,0.0,0.0,0.10174485557268331
5,1.0,0,0.125,0.3535533905932738,1.0,0.16259368166599728
6,1.0,7,0.875,2.4748737341529163,7.0,0.23401323448801548
7,0.0,0,0.0,0.0,0.0,0.15590928861229697
8,3.0,0,0.75,1.164964745021435,6.0,0.23317855664886383
9,1.0,0,0.75,2.121320343559643,6.0,0.18097030923313376
10,0.0,0,0.0,0.0,0.0,0.11131733554236754
11,0.0,0,0.0,0.0,0.0,0.0008131860236051373
12,1.0,0,0.375,1.0606601717798212,3.0,0.1330141103635969
13,3.0,0,0.375,0.7440238091428449,3.0,0.27063107465120995
14,1.0,7,0.875,2.4748737341529163,7.0,0.16287472557764696
15,2.0,6,1.0,2.138089935299395,8.0,0.36353103475147036
16,0.0,0,0.0,0.0,0.0,0.1989528127414236
17,2.0,0,0.625,1.1877349391654208,5.0,0.12790114394200228
18,0.0,0,0.0,0.0,0.0,0.009042491958378845
19,0.0,0,0.0,0.0,0.0,0.08868470754322112
20,1.0,0,0.125,0.3535533905932738,1.0,0.5518546405648933
21,0.0,0,0.0,0.0,0.0,0.017981219142374848
22,0.0,0,0.0,0.0,0.0,0.14069063823625982
23,1.0,0,0.75,2.121320343559643,6.0,0.4904960438507807
24,1.0,7,0.875,2.4748737341529163,7.0,0.19220679037860686
25,1.0,0,0.125,0.3535533905932738,1.0,0.0607187654349652
26,3.0,0,1.0,1.4142135623730951,8.0,0.7216791101547217
27,1.0,0,0.75,2.121320343559643,6.0,0.1545649237358821
28,0.0,0,0.0,0.0,0.0,0.27517612816376763
29,1.0,0,0.375,1.0606601717798212,3.0,0.20820228028569576
30,0.0,0,0.0,0.0,0.0,0.1523142503474922
31,4.0,4,1.625,1.7677669529663689,13.0,0.39520136704430314
32,0.0,0,0.0,0.0,0.0,0.020061231676337624
33,1.0,0,0.625,1.7677669529663689,5.0,0.3570517324017119
34,2.0,0,0.5,0.9258200997725514,4.0,0.2776607567960959
35,1.0,0,0.625,1.7677669529663689,5.0,0.033428151924713816
36,2.0,6,1.5,2.7774602993176547,12.0,0.1942931719825911
37,1.0,0,0.5,1.4142135623730951,4.0,0.05601171921548469
38,2.0,0,0.0,0.0,0.0,0.3106707988575782
39,2.0,0,0.5,1.4142135623730951,4.0,0.13735763437144077
40,0.0,0,0.0,0.0,0.0,0.08119569432785693
41,2.0,0,0.375,1.0606601717798212,3.0,0.42723733422500243
42,0.0,0,0.0,0.0,0.0,0.012822507953333685
43,3.0,0,0.875,1.6420805617960927,7.0,0.3855820588474015
44,1.0,0,0.75,2.121320343559643,6.0,0.023308315441091257
45,1.0,0,0.0,0.0,0.0,0.02279728202725186
46,3.0,0,0.5,1.4142135623730951,4.0,0.7239871626858465
47,0.0,0,0.0,0.0,0.0,0.06275281482631064
48,1.0,0,0.625,1.7677669529663689,5.0,0.2998098536697223
49,2.0,0,0.5,0.9258200997725514,4.0,0.41944153851845
1,0.0,0,0.0,0.0,0.0,0.06404597690073356
2,2.0,0,0.8888888888888888,2.0275875100994063,8.0,0.1893455782268069
3,2.0,0,0.3333333333333333,0.7071067811865476,3.0,0.3653508969978756
4,0.0,0,0.0,0.0,0.0,0.08710532496248884
5,1.0,0,0.1111111111111111,0.33333333333333337,1.0,0.16096797993798592
6,2.0,7,1.5555555555555556,3.0867098629086893,14.0,0.43290091152588656
7,0.0,0,0.0,0.0,0.0,0.15805427974689054
8,3.0,0,0.6666666666666666,1.118033988749895,6.0,0.2791881590001577
9,1.0,0,0.6666666666666666,2.0,6.0,0.10824643894320446
10,0.0,0,0.0,0.0,0.0,0.0025404537153046907
11,0.0,0,0.0,0.0,0.0,0.23274742785534383
12,1.0,0,0.3333333333333333,1.0,3.0,0.1591506059297757
13,3.0,0,0.3333333333333333,0.7071067811865475,3.0,0.491513551665561
14,2.0,7,1.5555555555555556,3.0867098629086893,14.0,0.15072020235511357
15,2.0,0,0.8888888888888888,2.0275875100994063,8.0,0.08050285788938
16,0.0,0,0.0,0.0,0.0,0.013253333402482182
17,2.0,0,0.5555555555555556,1.130388330520878,5.0,0.32948951686375916
18,0.0,0,0.0,0.0,0.0,0.01601184686337946
19,1.0,8,0.8888888888888888,2.6666666666666665,8.0,0.45720974234282874
20,2.0,7,0.8888888888888888,2.3154073315749675,8.0,0.30720333229714963
21,0.0,0,0.0,0.0,0.0,0.020436755374856695
22,0.0,0,0.0,0.0,0.0,0.23241401691942162
23,1.0,0,0.6666666666666666,2.0,6.0,0.34432297001846324
24,1.0,0,0.7777777777777778,2.3333333333333335,7.0,0.03618453356909219
25,1.0,0,0.1111111111111111,0.33333333333333337,1.0,0.3524101653500496
26,3.0,0,0.8888888888888888,1.3642254619787417,8.0,0.24462476170447883
27,1.0,0,0.6666666666666666,2.0,6.0,0.30977522362917254
28,0.0,0,0.0,0.0,0.0,0.048817128379899884
29,1.0,0,0.3333333333333333,1.0,3.0,0.2363177032012906
30,0.0,0,0.0,0.0,0.0,0.09595476417169364
31,4.0,0,1.4444444444444444,1.740051084818425,13.0,0.25217417025020505
32,0.0,0,0.0,0.0,0.0,0.22226216889235995
33,1.0,0,0.5555555555555556,1.6666666666666667,5.0,0.04773258434361836
34,2.0,0,0.4444444444444444,0.8819171036881969,4.0,0.2115787312281273
35,1.0,0,0.5555555555555556,1.6666666666666667,5.0,0.1269410859501705
36,3.0,6,2.0,3.0,18.0,0.5650696916834907
37,1.0,0,0.4444444444444444,1.3333333333333335,4.0,0.2966407584122285
38,2.0,0,0.0,0.0,0.0,0.40261480592964494
39,2.0,0,0.4444444444444444,1.3333333333333335,4.0,0.4991123272707853
40,1.0,8,0.8888888888888888,2.6666666666666665,8.0,0.10588982249539043
41,3.0,6,1.0,2.1213203435596424,9.0,0.5901761449463012
42,0.0,0,0.0,0.0,0.0,0.0007171202905242319
43,3.0,0,0.7777777777777778,1.5634719199411433,7.0,0.22442357095961832
44,1.0,0,0.6666666666666666,2.0,6.0,0.08749926755487519
45,1.0,0,0.0,0.0,0.0,0.09892805655836427
46,3.0,0,0.4444444444444444,1.3333333333333335,4.0,0.31424060595021014
